x,pdf
0.0605956726138947,0.018895492280592018
0.16418998123313383,0.03920106324341912
0.2677842898523729,0.05840288341549129
0.37137859847161203,0.07615451384234546
0.47497290709085116,0.09235747612481554
0.5785672157100903,0.10700751573457731
0.6821615243293293,0.1201448270958198
0.7857558329485685,0.13183245659307266
0.8893501415678076,0.14214532961747234
0.9929444501870468,0.15116410670687366
1.0965387588062858,0.15897152222924824
1.200133067425525,0.1656501156084576
1.303727376044764,0.17128079564615067
1.4073216846640033,0.17594192809700762
1.5109159932832423,0.179708764295859
1.6145103019024816,0.18265309839877358
1.7181046105217206,0.1848430810625632
1.8216989191409596,0.18634314170144284
1.9252932277601988,0.18721398671652859
2.028887536379438,0.1875126509860565
2.1324818449986767,0.18729258650151498
2.236076153617916,0.1866037765435762
2.339670462237155,0.18549286693917755
2.4432647708563944,0.1840033081793446
2.546859079475633,0.18217550379485978
2.6504533880948724,0.18004696157227446
2.7540476967141116,0.17765244507203284
2.8576420053333504,0.17502412356944835
2.9612363139525897,0.17219171903745473
3.064830622571829,0.16918264916939313
3.168424931191068,0.16602216573057077
3.272019239810307,0.16273348775069277
3.375613548429546,0.1593379292414791
3.4792078570487854,0.15585502125667988
3.5828021656680242,0.1523026282141898
3.6863964742872635,0.1486970584787612
3.7899907829065027,0.14505316926407633
3.893585091525742,0.141384465958624
3.9971794001449807,0.13770319601400738
4.10077370876422,0.1340204375593992
4.204368017383459,0.1303461829237352
4.3079623260026985,0.1266894172594043
4.411556634621937,0.12305819246882618
4.515150943241176,0.11945969663936003
4.618745251860416,0.115900319193217
4.7223395604796545,0.11238571195805758
4.825933869098894,0.10892084636124184
4.929528177718133,0.10551006694665324
5.033122486337372,0.1021571414079599
5.1367167949566115,0.09886530732636811
5.24031110357585,0.09563731579457013
5.343905412195089,0.09247547210185977
5.447499720814329,0.089381673648427
5.551094029433568,0.08635744524974769
5.654688338052806,0.0834039719848527
5.758282646672046,0.08052212973515828
5.861876955291285,0.07771251355352195
5.965471263910524,0.07497546399630138
6.069065572529763,0.07231109154446917
6.172659881149002,0.06971929923330099
6.276254189768242,0.06719980360382549
6.379848498387481,0.06475215408311913
6.483442807006719,0.06237575089464991
6.587037115625959,0.06006986159423505
6.690631424245198,0.05783363632177123
6.794225732864437,0.05566612185373304
6.897820041483676,0.05356627453650299
7.001414350102915,0.05153297217590061
7.105008658722154,0.04956502495380782
7.208602967341394,0.04766118543853955
7.312197275960632,0.045820157751578244
7.415791584579872,0.04404060594946596
7.519385893199111,0.04232116167602748
7.62298020181835,0.04066043113667036
7.726574510437589,0.039057001443265814
7.830168819056828,0.03750944637505364
7.933763127676067,0.03601633159812055
8.037357436295308,0.03457621938327555
8.140951744914545,0.033187672859571915
8.244546053533785,0.031849259838301294
8.348140362153023,0.030559556240004178
8.451734670772263,0.029317149154889525
8.555328979391502,0.02812063956503781
8.65892328801074,0.026968644754858814
8.76251759662998,0.02585980043449093
8.86611190524922,0.024792762599150732
8.969706213868458,0.02376620914586591
9.073300522487697,0.02277884126754759
9.176894831106937,0.02182938464297117
9.280489139726175,0.020916590439934858
9.384083448345415,0.020039236147647497
9.487677756964654,0.019196126253256018
9.591272065583894,0.01838609277635434
9.694866374203132,0.01760799567431592
9.798460682822371,0.016860723130356383
