normal,skewed
54.96714153011233,79.87841928545213
48.61735698828815,73.58497134922305
56.47688538100692,59.70728559856095
65.23029856408026,70.11554206569208
47.658466252766644,67.59504693543845
47.6586304305082,66.19134164139204
65.79212815507391,73.36305743449735
57.67434729152909,68.26074310927773
45.30525614065048,76.64912070879187
55.42560043585965,66.58930838213706
45.365823071875376,77.26346856621731
45.34270246429743,61.81087505074385
52.41962271566034,89.82643835084082
30.86719755342202,71.68937046177749
32.75082167486967,87.1482656492154
44.377124707590276,62.66463252356335
39.87168879665576,70.11758025623064
53.142473325952736,70.2131423754677
40.91975924478789,63.83296542447292
35.87696298664709,64.48125108561915
64.65648768921554,67.89306411838683
47.74223699513465,68.1487920456751
50.67528204687924,58.332647016723634
35.75251813786543,90.02109271590592
44.556172754748175,81.27775519215274
51.10922589709866,66.78677987606805
38.49006422577697,63.254586492508736
53.75698018345672,63.6407310578984
43.99361310081195,69.47002636914894
47.083062502067236,75.99954403677563
43.98293387770603,62.63681289828605
68.52278184508938,86.35762014014473
49.86502775262066,66.66961835729259
39.422890710441,70.41420285072518
58.22544912103189,65.6294050658224
37.791563500289776,87.61157705215675
52.08863595004755,77.70953359548336
30.403298761202244,82.61626859733565
36.71813951101569,63.31189751554394
51.96861235869123,72.98808181706912
57.38466579995411,84.0966620764342
51.7136828118997,67.45998048418392
48.843517176117594,75.31768201410895
46.98896304410711,60.34736224369421
35.214780096325725,63.804066380335165
42.801557916052914,74.86231832749876
45.393612290402125,69.73659191663431
60.57122226218916,83.54241358644082
53.43618289568462,81.54878725623837
32.36959844637266,80.83026410198039
53.24083969394795,68.10536710377015
46.149177195836835,64.61334831672043
43.23077999694041,66.39140055338495
56.11676288840868,63.437373331201805
60.30999522495951,70.22239884372351
59.31280119116199,71.24714149187882
41.607824767773614,61.09219498486315
46.907876241487855,78.80870945331293
53.31263431403564,68.50542298698221
59.75545127122359,65.24268191256742
45.2082576215471,72.78804642712954
48.14341023336183,102.72112273889182
38.93665025993972,77.72875949134153
38.037933759193294,86.1202628775842
58.125258223941984,65.01356512946134
63.56240028570823,77.58149759453326
49.27989878419666,82.96391392618472
60.03532897892024,77.12556823213573
53.61636025047634,64.85717037658624
43.54880245394876,66.55419189017633
53.61395605508414,59.259406213809456
65.38036566465969,68.96509452527062
49.64173960890049,61.2789359797098
65.64643655814007,78.85486996664613
23.802548959102555,73.94795814099056
58.21902504375224,67.84134881719196
50.870470682381715,82.31378038959096
47.00992649534132,64.59299292126029
50.91760776535502,82.19154573328514
30.124310853991073,72.0181012081801
47.80328112162488,65.20303959468285
53.57112571511746,64.31553146017845
64.77894044741517,66.95561642352088
44.81729781726352,87.56944400931454
41.91506397106812,64.87889272871325
44.982429564154636,64.5966300909101
59.15402117702074,74.61912770654571
53.287511096596845,63.34349103794852
44.70239796232961,64.5428470689231
55.13267433113356,60.76274221041858
50.9707754934804,60.581003951014424
59.68644990532889,60.10708790067531
42.979469061226474,71.78895572172105
46.723378534022316,59.075549365397976
46.078918468678424,72.48599416792041
35.364850518678814,61.31782241030781
52.96120277064576,62.174403806561195
52.610552721798896,91.42406663339338
50.05113456642461,71.357630086013
47.654128666248525,66.39227973329976
35.84629257949586,75.45766984856319
45.79354677234641,104.57458947083495
46.572854834732304,89.87213681202806
41.977227307783814,60.403678872256734
48.387142883339905,74.76498314126077
54.040508568145384,73.06939505738289
68.8618590121053,67.80176568303862
51.74577812831839,74.76997936969165
52.57550390722764,69.80058111700492
49.25554084233833,89.46827659477266
30.812287847009586,63.65816170589726
49.73486124550783,63.002329434054104
50.60230209941027,73.047320402521
74.63242112485287,65.9025080105969
48.076390352188774,63.3508077335869
53.015473423336125,64.6812466787139
49.65288230294757,95.53112023647259
38.31321962380468,62.344114600249945
61.42822814515021,59.17708952961528
57.51933032686774,75.39648337905315
57.910319470430466,80.10155437579034
40.90612545205261,78.88815516816872
64.02794310936099,69.5046576902519
35.98148937207719,77.45236517943437
55.868570938002705,84.41340843280808
71.90455625809979,76.29323868258103
40.09463674869312,62.75457414597682
44.33702270397228,69.59480054461767
50.99651365087641,59.88955408161102
44.96524345883801,65.9788946347616
34.493365689338674,65.4508852114109
50.68562974806027,66.32668158271306
39.37696286273895,85.08982383507114
54.73592430635182,67.65256806478168
40.805757657661964,64.17259949661303
65.4993440501754,73.53340616116309
42.16746707663763,77.90553679982318
46.77938483794325,76.01073247712242
58.135172173696695,67.06709286962784
37.69135683566045,68.27503100491832
52.27459934604129,64.19538653760458
63.07142754282428,80.60914436486156
33.92516765438772,61.98094124145016
51.84633858532304,62.23841237816731
52.598827942484235,62.91633534254961
57.8182287177731,62.45623027058898
37.63049289121918,78.7519557272301
36.795433869157236,82.73014078709264
55.21941565616898,83.6447640786829
52.96984673233186,75.09392157015999
52.504928503458764,75.05955637568846
53.46448209496976,89.66071181300755
43.19975278421509,69.50568628214835
52.322536971610035,79.40351928490786
52.93072473298681,82.62712605765603
42.85648581973632,74.15212960266865
68.65774511144757,70.83102931669688
54.73832920911788,93.14465341742721
38.08696502797351,76.5663224352648
56.5655360863383,64.01590458797291
40.253183297726785,98.96393759959957
57.87084603742452,94.56151803860351
61.58595579007404,79.99652049073556
41.7931768164829,82.8567581456391
59.63376129244322,77.62147928754365
54.12780926936498,94.89958097952602
58.2206015999449,79.45079396779843
68.96792982653947,66.53965308645327
47.54611883997129,68.52775264034855
42.4626383564251,73.43376918516364
41.10485570374477,72.80108441804802
41.841897150345616,64.08357772652626
49.228982905858956,61.07786933414312
53.411519748166434,60.707730082375285
52.766907993300194,72.49983945974854
58.27183249036024,61.0704789900071
50.13001891877907,87.66784864000795
64.53534077157317,61.19203816916895
47.35343166762044,71.73492859317989
77.20169166589619,76.46153705288485
56.25667347765006,62.401376699357364
41.42842443583717,80.2429034228031
39.29107501938888,73.43714298215855
54.824724152431855,81.39154468454517
47.76537214674149,78.07207929755816
57.14000494092092,76.33027013516141
54.73237624573545,76.78950791817655
49.271710873431275,63.750768552682416
41.532062819315954,67.5691631834065
34.851527753141355,73.5746325950817
45.53485047932979,59.18749846622963
58.56398794323472,79.22125621540346
52.14093744130204,65.95435252130066
37.54261221288012,62.738310511490596
51.73180925851182,83.49317309155526
53.85317379728837,65.58628585503321
41.16142563798867,59.657444690493655
51.53725105945528,68.27479990389506
50.58208718446,62.38458836482214
38.57029702169377,81.08873350867447
53.577873603482836,64.56213576888761
55.60784526368234,66.69405180530921
60.83051243175277,62.899637337383794
60.53802052034903,66.17874412862287
36.22330632042909,59.301729158849845
40.62174960084877,61.31094635849021
55.1503526720866,68.26249158431997
55.13785950912209,69.36339323474752
55.150476863060476,81.40192270397593
88.5273149065472,86.11235128202732
55.70890510693167,80.43165597857787
61.35565640180599,69.43972376878777
59.54001763493202,69.40569788763075
56.51391251305798,72.68247552052334
46.84730755359654,65.10385261409591
57.589692204932675,79.02008458135737
42.27174785462428,70.70405184429448
47.63181393259991,64.06543689240465
45.14636452170897,69.33406886691434
50.81874139386323,91.6488477714457
73.14658566673509,78.2604115765442
31.32734807408252,63.6577546663634
56.86260190374514,70.57022153478809
33.87284128810348,65.90569518041792
45.280681342105666,63.73474715722814
60.889505969673664,59.965526386878544
50.64280019095463,62.77274733689322
39.22255222070694,63.09025254651759
42.84696290740032,71.60051851824056
56.79597748934676,94.49705933252028
42.69633368282863,69.34272409702747
52.16458589581975,79.26502080707604
50.45571839903814,64.25814867085816
43.48399652394183,99.83585228470577
71.43944089325326,73.80303292939655
56.33919022318011,85.55543892133892
29.74857413342393,85.06192391074795
51.86454314769428,69.68642112769665
43.38213535231612,67.88486546215101
58.52433334796224,85.329096589878
42.07479261567299,65.50063965321283
48.85263558533101,62.1662814674555
55.049872789804574,65.73196430446363
58.657551941701215,77.48052815801934
37.99703592944224,67.27704957678023
46.654987641590516,78.11223420207747
45.25054688839044,59.167229446265566
43.46670767426288,73.47784730392254
67.65454240281097,63.207112418308895
54.049817109609556,81.84699627428714
37.39116045664955,64.74819787084921
59.17861947054776,74.69636777241786
71.22156197012633,91.92357734878205
60.32465260551147,65.56495954456472
34.80630034045986,76.45437749072893
45.15765927133749,77.51182613588182
62.669111491866225,86.28780482833969
42.923305343812196,65.62608201646428
54.43819428146229,74.40962969818494
57.74634053429337,60.53544338751809
40.73069528421917,68.98519728587343
49.404746439382,61.73785534216783
17.587326599309275,69.88570759378283
39.756123586657104,75.3401743433165
47.4743184860684,63.543065260662104
37.52216818035151,79.32059352461131
66.32411303931636,64.31475220163635
35.69858622039367,73.01422761452507
45.599555133030165,71.73071123445717
51.30740577286091,78.32770306111486
64.41273289066116,76.8073388875808
35.6413784882056,68.36451045202065
61.63163752154959,77.31190936559136
50.10233061019587,64.67159823284098
40.18491348952049,76.48338468645241
54.62103474263271,60.49454941534427
51.9905969557347,95.63128975338134
43.99783122841205,64.15584898324519
50.69802084990019,63.86094877687802
46.1468640313824,63.92329235943005
51.13517345251248,59.41730968269799
56.62130674521046,63.28700040552661
65.86016816145352,72.3511919180503
37.62184501173151,72.81487148770587
71.33033374656267,72.42448043321224
30.479122004774982,79.17974280495523
48.482149049644164,86.23713548972725
55.88317206484576,67.20661811913412
52.809918677350325,77.36017941155343
43.77300480179406,90.01012673067856
47.918777496427246,68.39515719570649
