beta,gamma,exponential,lognorm,normal,poisson
0.3536766572335659,3.3350966751466227,2.1865785286729538,2.169920250686301,54.75565544409896,5
0.2485580660782393,1.6979955382711747,0.34579485272833604,1.7093283977227711,83.85632520060064,6
0.4159590873381714,6.9801452478735015,0.5822182724458109,3.2987411877543162,98.40897236832546,7
0.15996757580999188,3.421965901359671,0.9395987631828321,2.3404766664376084,65.46682134973028,4
0.5502830780616322,3.6292446565707293,4.302218830720722,1.8392896378869554,54.50869336608131,6
0.11094528759339801,5.461395975794804,4.026458575752085,1.3207030685340433,65.11630760351954,13
0.5098966417920571,5.61270314424324,0.347655751415036,1.5566903460812298,70.16805960845657,3
0.17727037947274454,1.3809031805191612,0.6652623288692178,1.154246735040203,76.76545450008298,7
0.19829047191334445,2.652160976789019,0.24271886580631852,2.2364491771779775,62.903263241943435,7
0.37623678821354994,0.8966572188421451,1.0699791569406751,1.3789657519606202,88.6623824097681,2
0.5434668040445325,4.325700679942062,0.9258982789912307,2.001257624104195,56.62561221990326,5
0.08476376294265023,11.026526343271584,3.4653236356620103,3.8498752356277754,49.1295381739264,2
0.3579287927839609,1.4360178430073773,3.9890052982061492,3.5956321931744304,83.28052509144781,4
0.2733207739503824,0.7259576591669752,0.7257094119167096,2.196992198371238,42.704547625525606,3
0.13437614109485027,1.951950030705225,1.01513715632242,2.149351372777722,67.55044277352741,3
0.35325485000480755,2.7604287722030763,3.398457885454854,4.720665662141625,107.41217355049659,1
0.13279012143275798,5.647668355437568,2.4653284281539793,2.740944168654014,69.85547736448082,7
0.32643436842516804,2.532154907392212,0.005494517983582281,1.952044756083256,56.550788191645005,4
0.1658104012585459,4.383031628196608,0.5786251185543276,1.25808755339755,69.31123043455848,9
0.207734214505591,2.2078470115358657,0.8216863525238766,2.6053037921303464,69.3903905365656,4
0.26340848808284784,2.88381406343385,0.39149455387662957,3.1010150985416542,71.9277992842374,6
0.39001433036648914,1.6472137622050413,0.33391232175368635,1.72864763716997,77.94715578591544,3
0.15364547000727538,1.204944817728061,0.05777527167621935,2.5004759707565274,57.53066597958713,8
0.30550235119832075,5.790829500523351,1.546583517458815,1.9243161964964115,90.25057666284152,6
0.20331388126559594,2.339486904026788,0.45675471609453255,2.0675969523198416,72.94137141247141,5
0.18387687608823067,4.618665326855152,0.08065059866507729,0.8227286648336787,78.72152855682165,3
0.36782408723548077,1.6236790022195653,0.39395610818036525,2.0366115837211254,62.46220720293229,11
0.20209676646387698,3.3519024300064135,2.4285806415826903,3.2796861143202096,85.4365856439464,7
0.18633950452881953,0.3271561331811433,2.8606462087918083,1.7288197975751898,66.91537109424323,6
0.2835202997539891,2.4874569065734105,0.9897608197795869,2.272795444695812,73.33063016192239,6
0.10039930306621207,1.7846989446753585,0.8069629716751594,1.644801514934729,58.80272707375469,6
0.20772938916523406,7.458732250011395,5.7151268188670175,2.57069597725884,58.03682048317448,6
0.30963770735951407,1.026158216315242,0.33577443751600833,2.0408996611056094,78.25846367743459,5
0.04438580012260338,2.979618180914711,0.3637940267019886,1.528525253135561,64.67671803751136,8
0.12457921344554526,4.286522107558815,0.5176853997416062,3.792481624720228,59.75412294994747,6
0.21100332015818626,6.760501882817658,0.2844857681046362,3.227064193229533,62.28179989567563,8
0.3581887554246956,6.131017118651637,0.7155196430725984,1.7472398154031354,78.38743686060906,13
0.6522422663601021,3.1690822851713247,3.6258870355191073,2.7158780925519013,62.451545665556665,4
0.16226602605678067,3.525056073641892,1.4331237528487375,2.759266272607027,68.58814082077403,1
0.0694242954698856,7.454193773672476,0.7964061472415443,2.877496064706556,70.18033300344517,4
0.07684808080982097,3.121813288533671,4.086516221943942,1.1300904136487224,46.99181336787641,2
0.1744335165862888,3.8163363747851675,0.07451700342102979,3.3289023213163835,52.346483135517786,7
0.5434537469656785,7.621032515478098,0.354107980385301,1.772020489128616,74.03533467097076,4
0.061653913446673224,14.74819706612549,1.2516811613151997,1.9287436388546209,61.15564766616764,5
0.23568650663126425,4.064782617400541,1.4339225411452245,6.392674343245592,82.68069893536503,8
0.31329412667520323,4.90881469017728,0.060541755078326376,2.5111714371277554,81.60168525100653,6
0.15258331470398612,6.004579984447596,0.7738546332217143,1.9068849793367046,78.63002399626525,5
0.38688633601837824,7.571757831555511,1.571111696987219,0.9211634861365791,91.83726144775117,2
0.4845897602554896,6.876628209401767,1.7963428293864567,3.880273549422734,69.0029280670818,6
0.0959387779732849,2.0642965596902902,1.5247464193424443,1.2994175578872404,77.78658311084607,5
0.3662241584833629,4.267985311459789,0.5797366427055592,1.4897740119173408,62.987188280847626,6
0.29837284269070247,6.909332480363588,0.14727967238869633,1.949278063860863,99.42843895442468,3
0.2237663665214278,8.666575224151222,0.8355987346422185,3.921854845175371,93.80360382923223,6
0.16429164852136469,2.983864548488155,0.20674711503861817,3.0322229417148976,70.1425652142135,6
0.46138582746288664,4.192339676005681,4.4239504321459275,2.0893750373406212,74.63903475886231,4
0.09832146075036968,4.552533403310045,0.9670237926818066,2.517627086217276,86.31157119237767,7
0.179247512983417,3.4362260756400973,0.5724599341164298,1.7504024323680898,68.23432594223071,4
0.34301873259799726,4.112813450887031,2.1806016868001494,2.3534009055377756,62.120511150403544,0
0.2746698380360602,20.67586308784248,1.0335791389782751,2.291793497945836,80.48787701208259,9
0.4432945779277498,2.8864402549728765,0.5566694891543837,3.2788998622135797,70.94127095300404,1
0.13272443189522465,3.0662417540562226,2.5067126217648323,3.2768128206773848,72.19593339574313,6
0.4006430877209991,0.6405422657690346,3.027826197163371,2.711741240909973,59.98874388318441,4
0.32259603850098684,0.5212719869643666,1.6767301226348876,1.9252599103352412,49.38793421963925,5
0.2923618255131976,4.787882829068113,0.07215456572812345,2.9943552045541444,72.8337089185492,6
0.11357697325263678,6.928656908842643,1.2531824779159173,2.145156721867798,80.8595444979304,8
0.34155895722546276,6.075751793901944,2.161410400676604,1.443736078313286,67.2903190110875,4
0.16999587395941756,1.619618161632866,0.22014730444198044,1.893988424800843,87.2371542347064,5
0.8014732049023443,5.829354493769084,0.38945993335374696,2.3020747775732193,61.55300409501346,10
0.13177062408757453,3.028010800356126,3.2119129309065775,3.2029950124168063,57.343546540408965,5
0.12549965919150205,2.4651270459230936,0.03049038150636683,2.0680140096947515,69.19323631364642,7
0.3370138954716538,0.9236195159971266,2.0958942704008483,1.3720699548503876,69.00888909578451,6
0.03439862200520179,1.8076031886313464,0.9630347344127608,2.27663089688109,79.23962477602267,4
0.15937752033309405,4.868554879506423,0.8879780294710617,2.328868240832616,60.70044611123218,3
0.2615158445906097,4.234798367384852,0.010682748972361062,2.3972806958067956,86.41713084177877,5
0.2491194021961276,3.786363639166297,2.5671912641015093,3.215389838178596,93.60300355009905,4
0.06858692463081448,0.27987018575427314,0.6690203209390913,3.345343222821994,69.5302716763799,4
0.4595064072499053,3.8157202459771606,1.1672918880730867,1.754731144292942,84.99652504221183,5
0.5414781386117564,2.0378069359013575,1.6965514601701366,1.7394041582266033,57.32203515249688,2
0.26059606181093153,4.257336174540444,1.8191650498922711,1.468028751686171,82.90265849418299,7
0.06753590748378506,7.727400660715553,4.6846688088502075,2.9432848928359245,82.56731690271354,3
0.046768834972726804,2.304792334513161,1.1368164305262338,3.973026088800583,80.36124736227855,5
0.12713147658095109,3.607605900656032,0.7655374768916297,1.9620056264222423,69.81324293355647,6
0.32659872582781224,11.874605338149385,4.609037470368602,2.0206672408240287,34.54901270509563,8
0.11912486541113902,4.101979185766858,1.5412953885959215,4.001674997162863,62.299274276174444,5
0.10776704550146234,3.276139523882004,0.5310541209402881,2.7243316753593856,62.48900778778477,3
0.3246010263074085,1.6439663576573735,0.2028093265195628,2.6498268067539223,58.260940743274276,3
0.21935449118475614,5.9429100937085755,2.7730138824768584,1.3821405182135544,71.46691605456479,5
0.30479223202169475,1.3959341853068112,0.6745525200511282,2.9197302378418675,64.97243865374519,7
0.403730071467841,7.958813290675144,1.620288224990833,1.5347161782744714,60.104655882819735,5
0.18412892169781056,5.3609925471778554,0.9546298109867875,1.4139566730902247,57.294398221026164,5
0.23447365948588197,2.09981308750424,0.33271000512311855,1.9372924797696542,61.41384417417726,10
0.175068748991844,1.6944563278816294,1.3807742520302893,1.7606497386664206,83.45799054219914,2
0.2673316734797696,1.7313963496802496,0.09390350544978156,2.0367596176323213,62.06769934447007,6
0.238699744225137,0.5328281693639302,0.7999710545065162,1.2505798780566193,63.82073552280073,7
0.3257956107307605,4.705101282971156,1.186520237619601,3.2658710871189456,64.51962861972105,4
0.4434878606676832,0.3331752166343708,0.8591764775954387,3.4940954087975205,74.06792216571304,11
0.3855671372233749,3.116004419363007,2.071495675990113,1.0212864012172933,75.4749938623424,5
0.09615258168656671,2.960076841408039,2.639736879812234,3.2916307881812017,33.46412152908205,4
0.2089847738799713,2.5589602845105497,2.212642946751407,1.6092826940494422,82.2596225659313,1
0.16619623428044838,4.681836326274004,0.0593793685146434,3.1355049032742013,87.23641641092505,11
0.22721487350505115,2.1043110231289823,0.3237469710908592,2.1654352985570595,57.39776155165997,3
0.47592049646427265,3.8230317239695433,1.1537713077414944,2.2513053997216286,58.33242106318198,2
0.11588479103164939,7.957752954441112,4.095950866223604,2.066716136745801,64.59695934666074,7
0.1718540724955221,5.0874230393544595,2.70232180501265,3.6141318755434386,60.92795176652074,5
0.24093580883068486,2.3778507646672398,2.772823418053293,1.3554924160439972,72.68712248735928,1
0.19658545353951165,3.3537213090093854,0.5419029189599344,2.8381037499703305,46.64169656369363,6
0.15450740124203077,2.5613101228385977,0.8417261779936274,3.457452568262544,56.584868703559124,4
0.3024753876496196,2.926771052056601,0.954316704558599,2.9639891066748256,88.47036640209889,9
0.2628503990216566,3.9114924994654294,0.25684380757098946,5.639974621294513,58.86136039182379,4
0.17838548982713623,0.8798888428777082,0.04734146911953643,1.8011426965708175,84.9211393372351,9
0.07140336869412171,0.6735583282971631,4.403449434001945,3.2638971592978057,74.26405834708164,5
0.36804793518398227,1.5187149395385942,0.4130623473759797,2.1330731767514153,48.2887874249409,2
0.16500239921085022,4.843120884936497,0.4115544240287035,3.645022107285268,77.62395034259447,8
0.6463769483914986,5.326590299737459,0.1305918826082511,2.2187065738737406,68.58799237368576,2
0.5031230845032987,5.895652454234398,3.9572493809310347,1.9057005566604235,64.53439532500312,7
0.40864698504559716,1.5748725519142777,1.3003122700483236,3.752524755411108,72.93948511806404,9
0.3784719386186748,3.591930290222397,1.649585215778286,1.8282792508143668,75.69560182680151,3
0.4808171104256129,2.439383969552433,3.6384328308179557,1.26479454812506,78.49110186369543,3
0.4501527714550121,3.023963787642702,0.6361009719239643,1.8098812705237322,84.13903417057602,6
0.31485465592718676,2.403741851992913,1.457337783563937,2.8508385487492474,74.89763095334028,7
0.3458306244455384,4.07811637242202,0.0593583117575159,3.883805611463758,53.49239093456366,2
0.5386521682270735,1.885206972174027,0.3101166232432009,2.3267018508149553,64.31625450818571,9
0.30617217969438143,7.3662798850509255,2.6689681362183064,3.7707685002022973,105.31658002322345,5
0.14558813424442507,7.410934482459357,2.1835847107191855,1.2926960923046247,78.69389272458073,5
0.4518857472364912,4.735595997088689,0.6476582419831917,1.8639438903613108,98.43144760973797,3
0.35993742481792457,6.787968152331104,0.7093572571859768,1.9829189040984658,86.74520898639022,6
0.06190643377169214,0.8438098446541752,1.1439209257579155,2.125859580405439,72.90162485866898,6
0.2328545928203029,7.658910379286247,0.0003615505971459506,2.3016764651286477,73.6168848373734,4
0.19208246644942936,4.413180772588266,0.41411320766552945,2.9339932613024184,69.56103952147785,6
0.5199092769591175,1.985450603259366,0.35022992646859735,1.862793540949131,49.146344609842004,8
0.22019437403991562,1.816015232785421,0.43248931329418117,2.352812626390611,70.21656702961869,4
0.13772023575141254,9.45154721071495,2.45911783484426,2.1857321311110973,84.52809463050636,6
0.47197128618272305,5.961721057734736,0.49207678877448835,1.5367104163478615,62.80432006214556,4
0.1588460545173127,2.9609827878867874,0.31890145900369604,2.1266188505478856,74.94343598874171,9
0.059689475270839516,0.8333383642267554,1.0525659964982528,2.101257947573881,80.21909255071837,5
0.34081565965226834,7.924523371867688,3.010904998661992,2.0833304144157556,59.083834728250295,7
0.3066486182634088,1.2139943644810385,0.41432152594503463,2.2539940652596138,64.58436562787602,2
0.2789555071166885,2.475862399262375,0.1226877492905413,2.2939366808264614,57.7850621142741,4
0.3288097857207582,2.9577426711240813,0.6610278333978418,1.872139563366903,60.13401271972711,4
0.4064901896391387,1.791665571372662,2.065418244775712,3.702787423007888,54.54873659616326,7
0.32345967824352123,2.8538612014894436,1.2000651279032732,1.3940424284024346,59.19461846346368,3
0.1813428850517404,3.3151763268576064,2.5457109526759036,1.6679777368112887,87.03346816957406,4
0.11034442080402913,2.807048352031481,4.81309672019041,6.766510035775744,59.01427565091649,3
0.06261134174457314,4.228278276966917,2.360110899782657,1.4693255088923378,71.51751062872827,3
0.3893738659278771,9.685367399801324,1.3887658735216946,1.294983728381378,63.965574955948526,2
0.22081199239815472,0.8781057517048251,1.0198773692269347,2.985570043623939,84.14639124444327,10
0.17057746068742893,3.7574893571654666,0.06134094308395083,0.9696230012767671,85.7339475592434,3
0.06763603384706811,1.226929325827794,6.233243207848245,2.0256495934596144,80.36883978566736,2
0.20636937130196562,0.7892853902407314,0.7254995047954464,5.250534967746467,73.67361463723306,6
0.35879012288277545,6.437146891570285,0.24771569939183066,1.1996449417516357,67.22728555790923,4
0.316899984774653,4.000959710525565,1.648108294301484,1.0072402907764508,55.697503549705004,6
0.1365637082251592,0.7354393637447036,0.5017167472553654,1.2218028565514467,93.32234657346636,2
0.21708374305025172,2.8517890487081896,1.3220308065990078,3.1878408156920677,60.88392378696936,4
0.1363792431986001,1.5224937146461217,1.3256188160807183,3.4900312418519976,77.9637561643941,9
0.06373493040686784,2.9320093149193283,0.8851545348224846,1.8129665494358467,82.71478687148077,10
0.5785716282335199,5.461402536950833,2.712918567538772,2.924972156813599,63.33663403713605,5
0.16737543318713216,5.075130170641814,0.46175994984471824,3.8810360104836246,82.45615032779155,2
0.485750585203021,2.417984994662334,0.8930308337577824,4.54914164525551,79.17055844006626,3
0.2231288814404552,6.646038674196015,1.1572863322609188,2.016706807108877,90.73556602458117,7
0.37344884728495387,8.380940409038807,1.6342917597182776,0.8863984717778007,64.36784240287946,6
0.38660756941930585,5.5251336441948515,2.298519837083594,1.6026338483500693,54.56963179264342,4
0.29103929254547434,2.0937512623680723,0.7533124964662721,1.8762560378954698,63.934122934665865,2
0.3584957567261279,3.008669985435326,1.5578864776263994,2.00656535406111,72.50624251041198,7
0.3688485254460999,9.482605724292775,0.24485693437720663,2.0644342947253933,70.69855272502068,6
